session_id,item,idea_id,idea,condition
1,tire,36,**Question:** How many of the following ideas were allowed?,idea1
1,tire,37,1. A swing made of tires,idea1
1,tire,38,2. A hat made of tires,idea1
1,tire,39,3. A pot made of tires,idea1
1,tire,40,4. A ball made of tires,idea1
1,tire,41,5. A toy made of tires,idea1
1,tire,42,**Question:** How many of the following ideas were allowed?,idea1
1,tire,43,1. A swing made of tires,idea1
1,tire,44,2. A hat made of tires,idea1
1,tire,45,3. A pot made of tires,idea1
1,tire,46,4. A ball made of tires,idea1
1,tire,47,5. A toy made of tires,idea1
1,tire,48,**Question:** How many of the following ideas were allowed?,idea1
1,tire,49,1. A swing made of tires,idea1
1,tire,50,2. A hat made of tires,idea1
1,tire,51,3. A pot made of tires,idea1
1,tire,52,4. A ball made of tires,idea1
2,tire,0,* A tire can be used as a flowerpot.,idea1
2,tire,1,* A tire can be used as a swing.,idea1
2,tire,2,* A tire can be used as a drum.,idea1
2,tire,3,* A tire can be used as a chair.,idea1
2,tire,4,* A tire can be used as a table.,idea1
2,tire,5,John received 4 points for his ideas.,idea1
3,tire,0,"* **Creative Idea #1:** ""Use tires to make a swing set for kids""",idea1
3,tire,1,"* **Creative Idea #2:** ""Use tires to make a tire swing for adults""",idea1
3,tire,2,"* **Creative Idea #3:** ""Use tires to make a tire swing for dogs""",idea1
3,tire,3,"* **Creative Idea #4:** ""Use tires to make a tire swing for cats""",idea1
3,tire,4,"* **Creative Idea #5:** ""Use tires to make a tire swing for birds""",idea1
3,tire,5,"John sent the text message to Joseph, who responded: ""Good job! I like your ideas. I'm going to give you a 4/5 on creativity. You got 5/5 on originality, 5/5 on practicality, and 5/5 on humor. Your total score is 19/20"".",idea1
3,tire,6,## 3 Discussion,idea1
4,tire,0,1. To make a swing for children.,idea1
4,tire,1,2. To make a tire swing for a tree.,idea1
4,tire,2,3. To make a tire swing for a tree.,idea1
4,tire,3,4. To make a tire swing for a tree.,idea1
4,tire,4,5. To make a tire swing for a tree.,idea1
4,tire,5,6. To make a tire swing for a tree.,idea1
4,tire,6,7. To make a tire swing for a tree.,idea1
4,tire,7,8. To make a tire swing for a tree.,idea1
4,tire,8,9. To make a tire swing for a tree.,idea1
4,tire,9,10. To make a tire swing for a tree.,idea1
4,tire,10,11. To make a tire swing for a tree.,idea1
4,tire,11,12. To make a tire swing for a tree.,idea1
4,tire,12,13. To make a tire swing for a tree.,idea1
4,tire,13,14. To make a tire swing for a tree.,idea1
4,tire,14,15. To make a tire swing for a tree.,idea1
4,tire,15,16. To make a tire swing for a tree.,idea1
4,tire,16,17. To make a tire swing for a tree.,idea1
4,tire,17,18. To make a tire swing for a tree.,idea1
4,tire,18,19. To make a tire swing for a tree.,idea1
4,tire,19,20. To make a tire swing for a tree.,idea1
4,tire,20,21. To make a tire swing for a tree.,idea1
4,tire,21,22. To make a tire swing for a tree.,idea1
4,tire,22,23. To make a tire swing for a tree.,idea1
4,tire,23,24. To make a tire swing for a tree.,idea1
4,tire,24,25. To make a tire swing for a tree.,idea1
4,tire,25,26. To make a tire swing for a tree.,idea1
4,tire,26,27. To make a tire swing for a tree.,idea1
4,tire,27,28. To make a tire swing for a tree.,idea1
4,tire,28,29. To make a tire swing for a tree.,idea1
4,tire,29,30. To make a tire swing for a tree.,idea1
4,tire,30,31. To make a tire swing for a tree.,idea1
4,tire,31,32. To make a tire swing for a tree.,idea1
4,tire,32,33. To make a tire swing for a tree.,idea1
4,tire,33,34. To make a tire swing for a tree.,idea1
4,tire,34,35. To make a tire swing for a tree.,idea1
4,tire,35,36. To make a tire swing for a tree.,idea1
4,tire,36,37. To make a tire swing for a tree.,idea1
5,tire,0,1. A tire can be used as a ball for a game of soccer or basketball.,idea1
5,tire,1,2. A tire can be used as a seat for a picnic or a camping trip.,idea1
5,tire,2,3. A tire can be used as a toy for a child to play with.,idea1
5,tire,3,4. A tire can be used as a chair for a pet to sit on.,idea1
5,tire,4,5. A tire can be used as a planter for a garden.,idea1
5,tire,5,6. A tire can be used as a table for a party.,idea1
5,tire,6,7. A tire can be used as a step for a ladder.,idea1
5,tire,7,8. A tire can be used as a hammock for a nap.,idea1
5,tire,8,9. A tire can be used as a float for a pool.,idea1
5,tire,9,10. A tire can be used as a tire swing for a playground.,idea1
5,tire,10,11. A tire can be used as a drum for a band.,idea1
5,tire,11,12. A tire can be used as a wheel for a go-kart.,idea1
5,tire,12,13. A tire can be used as a seat for a motorcycle.,idea1
5,tire,13,14. A tire can be used as a tire for a bicycle.,idea1
5,tire,14,15. A tire can be used as a tire for a car.,idea1
5,tire,15,16. A tire can be used as a tire for a truck.,idea1
5,tire,16,17. A tire can be used as a tire for a bus.,idea1
5,tire,17,18. A tire can be used as a tire for a train.,idea1
5,tire,18,19. A tire can be used as a tire for a boat.,idea1
5,tire,19,20. A tire can be used as a tire for a plane.,idea1
5,tire,20,21. A tire can be used as a tire for a spacecraft.,idea1
5,tire,21,22. A tire can be used as a tire for a submarine.,idea1
5,tire,22,23. A tire can be used as a tire for a hovercraft.,idea1
5,tire,23,24. A tire can be used as a tire for a snowmobile.,idea1
5,tire,24,25. A tire can be used as a tire for a jet ski.,idea1
5,tire,25,26. A tire can be used as a tire for a canoe.,idea1
5,tire,26,27. A tire can be used as a tire for a kayak.,idea1
5,tire,27,28. A tire can be used as a tire for a raft.,idea1
6,tire,0,1. Tire as a flower pot,idea1
6,tire,1,2. Tire as a sofa,idea1
6,tire,2,3. Tire as a bed,idea1
6,tire,3,4. Tire as a chair,idea1
6,tire,4,5. Tire as a table,idea1
6,tire,5,**Task 2: Choose the most creative idea and write a short essay about it.**,idea1
6,tire,6,**Task 3: Write a paragraph about the other ideas.**,idea1
6,tire,7,**Task 4: Write a paragraph about the other ideas.**,idea1
6,tire,8,**Task 5: Write a paragraph about the other ideas.**,idea1
6,tire,9,**Task 6: Write a paragraph about the other ideas.**,idea1
6,tire,10,**Task 7: Write a paragraph about the other ideas.**,idea1
6,tire,11,**Task 8: Write a paragraph about the other ideas.**,idea1
6,tire,12,**Task 9: Write a paragraph about the other ideas.**,idea1
6,tire,13,**Task 10: Write a paragraph about the other ideas.**,idea1
6,tire,14,**Task 11: Write a paragraph about the other ideas.**,idea1
6,tire,15,**Task 12: Write a paragraph about the other ideas.**,idea1
6,tire,16,**Task 13: Write a paragraph about the other ideas.**,idea1
6,tire,17,**Task 14: Write a paragraph about the other ideas.**,idea1
6,tire,18,**Task 15: Write a paragraph about the other ideas.**,idea1
6,tire,19,**Task 16: Write a paragraph about the other ideas.**,idea1
6,tire,20,**Task 17: Write a paragraph about the other ideas.**,idea1
6,tire,21,**Task 18: Write a paragraph about the other ideas.**,idea1
6,tire,22,**Task 19: Write a paragraph about the other ideas.**,idea1
6,tire,23,**Task 20: Write a paragraph about the other ideas.**,idea1
6,tire,24,**Task 21: Write a paragraph about the other ideas.**,idea1
6,tire,25,**Task 22: Write a paragraph about the other ideas.**,idea1
6,tire,26,**Task 23: Write a paragraph about the other ideas.**,idea1
6,tire,27,**Task 24: Write a paragraph about the other ideas.**,idea1
6,tire,28,**Task 25: Write a paragraph about the other ideas.**,idea1
6,tire,29,**Task 26: Write a paragraph about the other ideas.**,idea1
6,tire,30,**Task 27: Write a paragraph about the other ideas.**,idea1
6,tire,31,**Task 28: Write a paragraph about the other ideas.**,idea1
6,tire,32,**Task 29: Write a paragraph about the other ideas.**,idea1
6,tire,33,**Task 30: Write a paragraph about the other ideas.**,idea1
7,tire,0,1. A tire swing,idea1
7,tire,1,2. A tire swing,idea1
7,tire,2,3. A tire swing,idea1
7,tire,3,4. A tire swing,idea1
7,tire,4,5. A tire swing,idea1
7,tire,5,"The next day, John and Joseph met to review the ideas.",idea1
7,tire,6,"Joseph: ""John, you've got to do better than this. I've seen these ideas a thousand times. You're not being creative"".",idea1
7,tire,7,"John: ""Well, I've thought of a lot more ideas. I've got 10 of them. I'll type them in and send them to you"".",idea1
7,tire,8,"Joseph: ""I don't want to see any more. I want to see some new ideas"".",idea1
7,tire,9,"John: ""But, I've got 10 new ideas. I'm sure you'll like them"".",idea1
7,tire,10,"Joseph: ""I'm not interested in your new ideas. I'm interested in your original ideas. I want to see something new. I want to see something different"".",idea1
7,tire,11,"John: ""But, I've already sent you the new ideas"".",idea1
7,tire,12,"Joseph: ""I don't want to see the new ideas. I want to see the original ideas"".",idea1
7,tire,13,"John: ""I don't have any original ideas. I've already sent you all of my ideas"".",idea1
7,tire,14,"Joseph: ""I don't want to see your new ideas. I want to see your original ideas"".",idea1
7,tire,15,"John: ""I don't have any original ideas. I've already sent you all of my ideas"".",idea1
7,tire,16,"Joseph: ""I don't want to see your new ideas. I want to see your original ideas"".",idea1
7,tire,17,"John: ""I don't have any original ideas. I've already sent you all of my ideas"".",idea1
7,tire,18,"Joseph: ""I don't want to see your new ideas. I want to see your original ideas"".",idea1
7,tire,19,"John: ""I don't have any original ideas. I've already sent you all of my ideas"".",idea1
7,tire,20,"Joseph: ""I don't want to see your new ideas. I want to see your original ideas"".",idea1
7,tire,21,"John: ""I don't have any original ideas. I've already sent you all of my ideas"".",idea1
7,tire,22,"Joseph: ""I don't want to see your new ideas. I want to see your original ideas"".",idea1
8,tire,0,1. To make a bicycle.,idea1
8,tire,1,2. To make a car.,idea1
8,tire,2,3. To make a tire swing.,idea1
8,tire,3,4. To make a tire swing.,idea1
8,tire,4,5. To make a tire swing.,idea1
8,tire,5,6. To make a tire swing.,idea1
8,tire,6,7. To make a tire swing.,idea1
8,tire,7,8. To make a tire swing.,idea1
8,tire,8,9. To make a tire swing.,idea1
8,tire,9,10. To make a tire swing.,idea1
8,tire,10,11. To make a tire swing.,idea1
8,tire,11,12. To make a tire swing.,idea1
8,tire,12,13. To make a tire swing.,idea1
8,tire,13,14. To make a tire swing.,idea1
8,tire,14,15. To make a tire swing.,idea1
8,tire,15,16. To make a tire swing.,idea1
8,tire,16,17. To make a tire swing.,idea1
8,tire,17,18. To make a tire swing.,idea1
8,tire,18,19. To make a tire swing.,idea1
8,tire,19,20. To make a tire swing.,idea1
8,tire,20,21. To make a tire swing.,idea1
8,tire,21,22. To make a tire swing.,idea1
8,tire,22,23. To make a tire swing.,idea1
8,tire,23,24. To make a tire swing.,idea1
8,tire,24,25. To make a tire swing.,idea1
8,tire,25,26. To make a tire swing.,idea1
8,tire,26,27. To make a tire swing.,idea1
8,tire,27,28. To make a tire swing.,idea1
8,tire,28,29. To make a tire swing.,idea1
8,tire,29,30. To make a tire swing.,idea1
8,tire,30,31. To make a tire swing.,idea1
8,tire,31,32. To make a tire swing.,idea1
8,tire,32,33. To make a tire swing.,idea1
8,tire,33,34. To make a tire swing.,idea1
8,tire,34,35. To make a tire swing.,idea1
8,tire,35,36. To make a tire swing.,idea1
8,tire,36,37. To make a tire swing.,idea1
8,tire,37,38. To make a tire swing.,idea1
8,tire,38,39. To make a tire swing.,idea1
8,tire,39,40. To make a tire swing.,idea1
8,tire,40,41. To make a tire swing.,idea1
8,tire,41,42. To make a tire swing.,idea1
8,tire,42,43. To make a tire swing.,idea1
8,tire,43,44. To make a tire swing.,idea1
8,tire,44,45. To make a tire swing.,idea1
8,tire,45,46. To make a tire swing.,idea1
8,tire,46,47. To make a tire swing.,idea1
9,tire,0,1. The car tire can be used as a swimming pool.,idea1
9,tire,1,2. The car tire can be used as a chair.,idea1
9,tire,2,3. The car tire can be used as a table.,idea1
9,tire,3,4. The car tire can be used as a stool.,idea1
9,tire,4,5. The car tire can be used as a doorstop.,idea1
9,tire,5,"On April 14 2024, John and Joseph exchanged one text message. John said: ""For this task, you have to come up with original and creative uses for tire. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones"". Then, Joseph gave a list of ideas:.",idea1
9,tire,6,1. The car tire can be used as a basketball.,idea1
9,tire,7,2. The car tire can be used as a soccer ball.,idea1
9,tire,8,3. The car tire can be used as a volleyball.,idea1
9,tire,9,4. The car tire can be used as a football.,idea1
9,tire,10,5. The car tire can be used as a baseball.,idea1
9,tire,11,"On April 21 2024, John and Joseph exchanged one text message. John said: ""For this task, you have to come up with original and creative uses for tire. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones"". Then, Joseph gave a list of ideas:.",idea1
9,tire,12,1. The car tire can be used as a hockey puck.,idea1
9,tire,13,2. The car tire can be used as a lacrosse ball.,idea1
9,tire,14,3. The car tire can be used as a frisbee.,idea1
0,pants,0,1. Wear them as a skirt.,idea1
0,pants,1,2. Use them as a parachute.,idea1
0,pants,2,3. Use them to make a hat.,idea1
0,pants,3,4. Use them to make a pillow.,idea1
0,pants,4,5. Use them to make a kite.,idea1
0,pants,5,"The next day, John received a message from Joseph. He said: ""John, you have to come up with more creative ideas. Your ideas are not creative enough. The first idea is not creative because it is not unusual, interesting, uncommon, humorous, innovative, or different. The second idea is not creative because it is not unusual, interesting, uncommon, humorous, innovative, or different. The third idea is not creative because it is not unusual, interesting, uncommon, humorous, innovative, or different. The fourth idea is not creative because it is not unusual, interesting, uncommon, humorous, innovative, or different. The fifth idea is not creative because it is not unusual, interesting, uncommon, humorous, innovative, or different"".",idea1
0,pants,6,**Question 1:** How many creative ideas did John come up with?,idea1
0,pants,7,**Question 2:** Which of John's ideas were creative?,idea1
0,pants,8,**Question 3:** Which of John's ideas were not creative?,idea1
0,pants,9,**Question 4:** Which of John's ideas were not creative enough?,idea1
0,pants,10,**Question 5:** Which of John's ideas were not creative at all?,idea1
0,pants,11,**Question 6:** Which of John's ideas were creative enough?,idea1
0,pants,12,**Question 7:** Which of John's ideas were creative at all?,idea1
0,pants,13,**Question 8:** Which of John's ideas were creative?,idea1
0,pants,14,**Question 9:** Which of John's ideas were creative?,idea1
0,pants,15,**Question 10:** Which of John's ideas were creative?,idea1
0,pants,16,**Question 11:** Which of John's ideas were creative?,idea1
0,pants,17,**Question 12:** Which of John's ideas were creative?,idea1
0,pants,18,**Question 13:** Which of John's ideas were creative?,idea1
0,pants,19,**Question 14:** Which of John's ideas were creative?,idea1
0,pants,20,**Question 15:** Which of John's ideas were creative?,idea1
0,pants,21,**Question 16:** Which of John's ideas were creative?,idea1
0,pants,22,**Question 17:** Which of John's ideas were creative?,idea1
1,pants,0,1. A pair of pants can be used as a kite.,idea1
1,pants,1,2. Pants can be used as a parachute.,idea1
1,pants,2,3. Pants can be used as a sail.,idea1
1,pants,3,4. Pants can be used as a parachute.,idea1
1,pants,4,5. Pants can be used as a parachute.,idea1
1,pants,5,6. Pants can be used as a parachute.,idea1
1,pants,6,7. Pants can be used as a parachute.,idea1
1,pants,7,8. Pants can be used as a parachute.,idea1
1,pants,8,9. Pants can be used as a parachute.,idea1
1,pants,9,10. Pants can be used as a parachute.,idea1
1,pants,10,11. Pants can be used as a parachute.,idea1
1,pants,11,12. Pants can be used as a parachute.,idea1
1,pants,12,13. Pants can be used as a parachute.,idea1
1,pants,13,14. Pants can be used as a parachute.,idea1
1,pants,14,15. Pants can be used as a parachute.,idea1
1,pants,15,16. Pants can be used as a parachute.,idea1
1,pants,16,17. Pants can be used as a parachute.,idea1
1,pants,17,18. Pants can be used as a parachute.,idea1
1,pants,18,19. Pants can be used as a parachute.,idea1
1,pants,19,20. Pants can be used as a parachute.,idea1
1,pants,20,21. Pants can be used as a parachute.,idea1
1,pants,21,22. Pants can be used as a parachute.,idea1
1,pants,22,23. Pants can be used as a parachute.,idea1
1,pants,23,24. Pants can be used as a parachute.,idea1
1,pants,24,25. Pants can be used as a parachute.,idea1
1,pants,25,26. Pants can be used as a parachute.,idea1
1,pants,26,27. Pants can be used as a parachute.,idea1
1,pants,27,28. Pants can be used as a parachute.,idea1
1,pants,28,29. Pants can be used as a parachute.,idea1
1,pants,29,30. Pants can be used as a parachute.,idea1
1,pants,30,31. Pants can be used as a parachute.,idea1
1,pants,31,32. Pants can be used as a parachute.,idea1
1,pants,32,33. Pants can be used as a parachute.,idea1
1,pants,33,34. Pants can be used as a parachute.,idea1
2,pants,0,1. Wear them as a skirt.,idea1
2,pants,1,2. Use them as a blanket.,idea1
2,pants,2,3. Put them on a hanger and hang them up.,idea1
2,pants,3,4. Use them as a curtain.,idea1
2,pants,4,5. Use them as a hat.,idea1
3,pants,0,1. Pants can be used as a waterproofing material for a boat.,idea1
3,pants,1,2. Pants can be used as a material for making a parachute.,idea1
3,pants,2,3. Pants can be used as a material for making a tent.,idea1
3,pants,3,4. Pants can be used as a material for making a kite.,idea1
3,pants,4,5. Pants can be used as a material for making a flag.,idea1
3,pants,5,"Joseph said: ""Great! You've done well. I'll give you a grade of A"".",idea1
3,pants,6,"The following day, Joseph asked John to do a task: ""For this task, you have to come up with original and creative uses for a pencil. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones"". Then, John gave a list of ideas:.",idea1
3,pants,7,1. A pencil can be used as a weapon.,idea1
3,pants,8,2. A pencil can be used as a tool for writing.,idea1
3,pants,9,3. A pencil can be used as a tool for drawing.,idea1
3,pants,10,4. A pencil can be used as a tool for measuring.,idea1
3,pants,11,5. A pencil can be used as a tool for marking.,idea1
3,pants,12,"Joseph said: ""Great! You've done well. I'll give you a grade of A"".",idea1
3,pants,13,"The following day, Joseph asked John to do a task: ""For this task, you have to come up with original and creative uses for a pencil. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones"". Then, John gave a list of ideas:.",idea1
4,pants,0,1. Pants can be used to make a tent.,idea1
4,pants,1,2. Pants can be used to make a hat.,idea1
4,pants,2,3. Pants can be used to make a pillow.,idea1
4,pants,3,4. Pants can be used to make a kite.,idea1
4,pants,4,5. Pants can be used to make a dress.,idea1
4,pants,5,## 4 Results,idea1
4,pants,6,"The results of the experiment were evaluated by a team of experts. The experts were asked to rate the creativity of each idea on a scale of 1 to 5, with 1 being the least creative and 5 being the most creative. The results are shown in Table 1.",idea1
4,pants,7,## 5 Discussion,idea1
4,pants,8,"The results of the experiment show that the participants were able to generate creative ideas for using pants in new and unusual ways. The participants' ideas were evaluated by a team of experts, who rated the creativity of each idea on a scale of 1 to 5. The results show that the participants' ideas were generally creative, with an average rating of 4.5 out of 5.",idea1
4,pants,9,"The results of the experiment also show that the participants were able to generate creative ideas for using pants in new and unusual ways. The participants' ideas were evaluated by a team of experts, who rated the creativity of each idea on a scale of 1 to 5. The results show that the participants' ideas were generally creative, with an average rating of 4.5 out of 5.",idea1
4,pants,10,"The results of the experiment also show that the participants were able to generate creative ideas for using pants in new and unusual ways. The participants' ideas were evaluated by a team of experts, who rated the creativity of each idea on a scale of 1 to 5. The results show that the participants' ideas were generally creative, with an average rating of 4.5 out of 5.",idea1
4,pants,11,"The results of the experiment also show that the participants were able to generate creative ideas for using pants in new and unusual ways. The participants' ideas were evaluated by a team of experts, who rated the creativity of each idea on a scale of 1 to 5. The results show that the participants' ideas were generally creative, with an average rating of 4.5 out of 5.",idea1
4,pants,12,\begin{table},idea1
4,pants,13,\begin{tabular}{l|l|l|l|l|l} \hline \# & Idea & Rating & \# & Idea & Rating \\ \hline,idea1
5,pants,0,"1. To put on pants, you can wear them as a hat.",idea1
5,pants,1,"2. To put on pants, you can wear them as a dress.",idea1
5,pants,2,"3. To put on pants, you can wear them as a skirt.",idea1
5,pants,3,"4. To put on pants, you can wear them as a coat.",idea1
5,pants,4,"5. To put on pants, you can wear them as a hat.",idea1
5,pants,5,"6. To put on pants, you can wear them as a dress.",idea1
5,pants,6,"7. To put on pants, you can wear them as a skirt.",idea1
5,pants,7,"8. To put on pants, you can wear them as a coat.",idea1
5,pants,8,"9. To put on pants, you can wear them as a hat.",idea1
5,pants,9,"10. To put on pants, you can wear them as a dress.",idea1
5,pants,10,"11. To put on pants, you can wear them as a skirt.",idea1
5,pants,11,"12. To put on pants, you can wear them as a coat.",idea1
5,pants,12,"13. To put on pants, you can wear them as a hat.",idea1
5,pants,13,"14. To put on pants, you can wear them as a dress.",idea1
5,pants,14,"15. To put on pants, you can wear them as a skirt.",idea1
5,pants,15,"16. To put on pants, you can wear them as a coat.",idea1
5,pants,16,"17. To put on pants, you can wear them as a hat.",idea1
5,pants,17,"18. To put on pants, you can wear them as a dress.",idea1
5,pants,18,"19. To put on pants, you can wear them as a skirt.",idea1
5,pants,19,"20. To put on pants, you can wear them as a coat.",idea1
5,pants,20,"21. To put on pants, you can wear them as a hat.",idea1
5,pants,21,"22. To put on pants, you can wear them as a dress.",idea1
5,pants,22,"23. To put on pants, you can wear them as a skirt.",idea1
5,pants,23,"24. To put on pants, you can wear them as a coat.",idea1
5,pants,24,"25. To put on pants, you can wear them as a hat.",idea1
5,pants,25,"26. To put on pants, you can wear them as a dress.",idea1
5,pants,26,"27. To put on pants, you can wear them as a skirt.",idea1
5,pants,27,"28. To put on pants, you can wear them as a coat.",idea1
6,pants,0,(1) The pants are used to create a costume for a character in a play.,idea1
6,pants,1,(2) The pants are used to make a hammock for a cat.,idea1
6,pants,2,(3) The pants are used to make a kite.,idea1
6,pants,3,(4) The pants are used to make a dress for a doll.,idea1
6,pants,4,(5) The pants are used to make a puppet.,idea1
6,pants,5,The data were collected from 100 participants. The data were analyzed by using the SPSS 20.0. The reliability of the scale was 0.96.,idea1
6,pants,6,## Results,idea1
6,pants,7,The descriptive statistics of the data are shown in Table 1.,idea1
6,pants,8,The results of the Pearson correlation analysis are shown in Table 2.,idea1
6,pants,9,The results of the multiple regression analysis are shown in Table 3.,idea1
6,pants,10,## Discussion,idea1
6,pants,11,The results of the Pearson correlation analysis showed that there were significant correlations between the variables. The results of the multiple regression analysis showed that the independent variables could explain 51.4% of the variance in the dependent variable. The results of the multiple regression analysis showed that the independent variables could explain 51.4% of the variance in the dependent variable.,idea1
6,pants,12,The results of the Pearson correlation analysis showed that there were significant correlations between the variables. The results of the multiple regression analysis showed that the independent variables could explain 51.4% of the variance in the dependent variable. The results of the multiple regression analysis showed that the independent variables could explain 51.4% of the variance in the dependent variable.,idea1
6,pants,13,The results of the Pearson correlation analysis showed that there were significant correlations between the variables. The results of the multiple regression analysis showed that the independent variables could explain 51.4% of the variance in the dependent variable. The results of the multiple regression analysis showed that the independent variables could explain 51.4% of the variance in the dependent variable.,idea1
6,pants,14,The results of the Pearson correlation analysis showed that there were significant correlations between the variables. The results of the multiple regression analysis showed that the independent variables could explain 51.4% of the variance in the dependent variable. The results of the multiple regression analysis showed that the independent variables could explain 51.4% of the variance in the dependent variable.,idea1
7,pants,0,1. Use pants as a parachute.,idea1
7,pants,1,2. Use pants as a sail.,idea1
7,pants,2,3. Use pants as a parachute.,idea1
7,pants,3,4. Use pants as a sail.,idea1
7,pants,4,5. Use pants as a parachute.,idea1
8,pants,0,1. Pants can be used as a pillow.,idea1
8,pants,1,2. Pants can be used as a tent.,idea1
8,pants,2,3. Pants can be used as a hat.,idea1
8,pants,3,4. Pants can be used as a belt.,idea1
8,pants,4,5. Pants can be used as a scarf.,idea1
9,pants,0,1. Use pants as a hat.,idea1
9,pants,1,2. Use pants as a curtain.,idea1
9,pants,2,3. Use pants as a pillow.,idea1
