session_ids,item_names,responses,conditions
0,pants,"For this task, you have to come up with original and creative uses for pants. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

You can use the following tips to help you generate creative ideas for this task:

* **Think of unusual or unexpected ways to use pants.** For example, you could use them to decorate a Christmas tree or to make a hat.
* **Think of ways to use pants that are not for their intended purpose.** For example, you could use them to make a costume or to make a pillow.
* **Think of ways to use pants that are not for their intended purpose.** For example, you could use them to make a costume or to make a pillow.
* **Think of ways to use pants that are not for their intended purpose.** For example, you could use them to make a costume or to make a pillow.
* **Think of ways to use pants that are not for their intended purpose.** For example, you could use them to make a costume or to make a pillow.
* **Think of ways to use pants that are not for their intended purpose.** For example, you could use them to make a costume or to make a pillow.
* **Think of ways to use pants that are not for their intended purpose.** For example, you could",base-input-prompt-only
1,pants,"For this task, you have to come up with original and creative uses for pants. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

Please use the following format:

1. What is the idea? (e.g., ""The pants are used to make a rope for a boat"")

2. How is it creative? (e.g., ""It's creative because it's an unusual use for pants, and it's humorous because it's silly to use pants for a rope."")

3. What is the idea? (e.g., ""The pants are used to make a parachute for a plane"")

4. How is it creative? (e.g., ""It's creative because it's an unusual use for pants, and it's humorous because it's silly to use pants for a parachute."")

5. What is the idea? (e.g., ""The pants are used to make a kite"")

6. How is it creative? (e.g., ""It's creative because it's an unusual use for pants, and it's humorous because it's silly to use pants for a kite."")

7. What is the idea? (e.g., ""The pants",base-input-prompt-only
2,pants,"For this task, you have to come up with original and creative uses for pants. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

Here are some examples of creative uses for pants:

- Use pants to make a kite
- Use pants as a pillow
- Use pants as a parachute
- Use pants to make a dress
- Use pants as a hat
- Use pants to make a parachute

**You can see more examples of creative uses for pants here:**

**https://www.boredpanda.com/pants-creative-uses-pictures/**

**https://www.pinterest.com/pin/47285473739043809/**

**https://www.pinterest.com/pin/47285473739043809/**

**https://www.pinterest.com/pin/47285473739043809/**

**https://www.pinterest.com/pin/47285473739043809/**

**https://www.pinterest.com/pin/4728",base-input-prompt-only
3,pants,"For this task, you have to come up with original and creative uses for pants. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

You'll have 15 minutes to write down as many uses as you can think of. To get your creative juices flowing, I'll give you a few examples.

* Use pants as a kite
* Use pants as a parachute
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants as a sail
* Use pants",base-input-prompt-only
4,pants,"For this task, you have to come up with original and creative uses for pants. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

### 1.1.1.2 Step 1:

Think of some uses for pants. Write down as many ideas as you can.

### 1.1.3 Step 2:

Rate the originality of each idea on a scale of 1 to 5, with 5 being the most original.

### 1.1.4 Step 3:

Rate the creativity of each idea on a scale of 1 to 5, with 5 being the most creative.

### 1.1.5 Step 4:

Rate the unusualness of each idea on a scale of 1 to 5, with 5 being the most unusual.

### 1.1.6 Step 5:

Rate the interest of each idea on a scale of 1 to 5, with 5 being the most interesting.

### 1.1.7 Step 6:

Rate the uncommonness of each idea on a scale of 1 to 5, with 5 being the most uncommon.

### 1.1.8 Step 7:

Rate",base-input-prompt-only
5,pants,"For this task, you have to come up with original and creative uses for pants. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

The first idea that comes to mind is to use the pants as a bib to keep your shirt clean. I would also use the pants to keep my feet warm in the winter. I could also use the pants to keep my legs warm in the winter. I could also use the pants to keep my hands warm in the winter. I could also use the pants to keep my head warm in the winter. I could also use the pants to keep my body warm in the winter. I could also use the pants to keep my hair warm in the winter. I could also use the pants to keep my skin warm in the winter. I could also use the pants to keep my eyes warm in the winter. I could also use the pants to keep my nose warm in the winter. I could also use the pants to keep my mouth warm in the winter. I could also use the pants to keep my ears warm in the winter. I could also use the pants to keep my neck warm in the winter. I could also use the pants to keep my back warm in the winter. I could also use the pants to keep my belly warm in the winter. I could also use the pants to keep my butt warm in the winter. I",base-input-prompt-only
6,pants,"For this task, you have to come up with original and creative uses for pants. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

For example, here are some possible ideas for creative uses for pants:

* Pants as a parachute
* Pants as a blindfold
* Pants as a kite
* Pants as a sleeping bag
* Pants as a tent
* Pants as a slingshot
* Pants as a boat
* Pants as a pillow
* Pants as a parrot perch
* Pants as a costume
* Pants as a sleeping bag
* Pants as a parachute
* Pants as a kite
* Pants as a sleeping bag
* Pants as a tent
* Pants as a slingshot
* Pants as a boat
* Pants as a pillow
* Pants as a parrot perch
* Pants as a costume
* Pants as a sleeping bag
* Pants as a parachute
* Pants as a kite
* Pants as a sleeping bag
* Pants as a tent
* Pants as a slingshot
* Pants as a boat
* Pants as a pillow
* Pants as a parrot perch",base-input-prompt-only
7,pants,"For this task, you have to come up with original and creative uses for pants. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

For example, one creative use for pants is to use them as a parachute. This is a creative idea because it is unusual, uncommon, and different. It is not a practical use for pants, but it is creative.

To get started, brainstorm a list of creative uses for pants. Try to think of uses that are unusual, interesting, and different.

Now, type in your ideas. Be sure to type in your ideas one at a time. If you type in more than one idea at a time, your ideas will not be scored.

If you need more practice with creative thinking, click on the ""Creative Thinking Practice"" link below.

Good luck!

Creative Thinking Practice

If you need more practice with creative thinking, click on the ""Creative Thinking Practice"" link below.

Creative Thinking Practice

## How To Use This Test

This test is designed to measure your creative thinking ability. It is based on a psychological theory called ""divergent thinking."" Divergent thinking is the ability to come up with many different ideas, and it is a very important part of creativity.

To",base-input-prompt-only
8,pants,"For this task, you have to come up with original and creative uses for pants. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

You can click here to see the original prompt for this task.

## 1.

Pants can be used as a prop for a puppet show.

## 2.

Pants can be used as a costume for a character in a play.

## 3.

Pants can be used to make a pillow.

## 4.

Pants can be used to make a hat.

## 5.

Pants can be used to make a purse.",base-input-prompt-only
9,pants,"For this task, you have to come up with original and creative uses for pants. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

You can write your ideas in the box below. You can also write them on a separate sheet of paper if you wish.

_In the box below, write a description of your five ideas. You can use complete sentences or just a few words. Be sure to write down all of your ideas so that you don't forget them._

_The following are some examples of creative uses for pants:_

* _To make a tent_
* _To make a parachute_
* _To make a kite_
* _To make a sail_
* _To make a dress_
* _To make a parachute_
* _To make a dress_
* _To make a parachute_
* _To make a parachute_
* _To make a parachute_
* _To make a dress_
* _To make a parachute_
* _To make a parachute_
* _To make a parachute_
* _To make a parachute_
* _To make a parachute_
* _To make a parachute_
* _To",base-input-prompt-only
0,shoe,"For this task, you have to come up with original and creative uses for shoe. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

You will be evaluated on the originality and creativity of your ideas, not on the practicality of the uses. You will be evaluated on the creativity of your ideas, not on how many ideas you have.

#### 1.2.2 Task 2:

**Imagine that you are a new product manager for a shoe company. You have been given the task of coming up with a new shoe product that will appeal to young people. You can create a shoe that is completely new or that is based on an existing shoe. Your product must be realistic enough to be manufactured and marketed. Your product must be a shoe, but it can be any kind of shoe. You can type in TWO ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.**

**You will be evaluated on the originality and creativity of your ideas, not on the practicality of the uses. You will be evaluated on the creativity of your ideas, not on how many ideas you have.**

#### 1.2.3 Task 3:

**Imagine that you are a new product manager for",base-input-prompt-only
1,shoe,"For this task, you have to come up with original and creative uses for shoe. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

## 10.11 **Exercise 2**

**Think of five uses for a shoe.**

**Write down your ideas here.**

**1.**

**2.**

**3.**

**4.**

**5.**

**Exercise 3**

**In the space below, write a few sentences about your ideas.**

**1. I thought of these ideas:**

**2. I think these ideas are creative because:**

**3. I think these ideas are original because:**

**4. I think these ideas are unusual because:**

**5. I think these ideas are interesting because:**

**6. I think these ideas are uncommon because:**

**7. I think these ideas are humorous because:**

**8. I think these ideas are innovative because:**

**9. I think these ideas are different because:**

**10. I think these ideas are unusual because:**

**11. I think these ideas are interesting because:**

**12. I think these ideas are uncommon because:**

**13",base-input-prompt-only
2,shoe,"For this task, you have to come up with original and creative uses for shoe. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

## 3. A Creative Writing Task

For this task, you have to write a short story. You have to write a story about a character who is in a very unusual situation. Your story should be about 200 words long. It should have a beginning, middle, and end.

## 4. A Listening Task

For this task, you have to listen to a short story about a person who is in a very unusual situation. You have to listen to the story twice. After listening to the story, you have to answer questions about the story.

## 5. A Reading Task

For this task, you have to read a short story about a person who is in a very unusual situation. You have to read the story twice. After reading the story, you have to answer questions about the story.

## 6. A Speaking Task

For this task, you have to speak about a person who is in a very unusual situation. You have to speak about a person who is in a very unusual situation. You have to speak about a person who is in a very unusual situation. You have to speak about a person who is in a",base-input-prompt-only
3,shoe,"For this task, you have to come up with original and creative uses for shoe. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

## 4.1.1.2.

### 4.1.3.1.

The first step is to come up with ideas. You can do this by asking yourself questions like, ""What are some unusual or creative uses for a shoe?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a different way?"" or ""What would happen if a shoe were used in a",base-input-prompt-only
4,shoe,"For this task, you have to come up with original and creative uses for shoe. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

### 1.2.2 Exercise 2.2.2

1. List five ideas for creative uses for a shoe.
2. List five ideas for creative uses for a brick.
3. List five ideas for creative uses for a fork.

### 1.2.3 Exercise 2.2.3

1. List five ideas for creative uses for a shoe.
2. List five ideas for creative uses for a brick.
3. List five ideas for creative uses for a fork.

### 1.2.4 Exercise 2.2.4

1. List five ideas for creative uses for a shoe.
2. List five ideas for creative uses for a brick.
3. List five ideas for creative uses for a fork.

### 1.2.5 Exercise 2.2.5

1. List five ideas for creative uses for a shoe.
2. List five ideas for creative uses for a brick.
3. List five ideas for creative uses for a fork.

### 1.2.6 Exercise 2.2.6

1. List",base-input-prompt-only
5,shoe,"For this task, you have to come up with original and creative uses for shoe. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

**Note:** The following are examples of creative uses for a shoe.

* Use it as a pillow.
* Use it as a hammer.
* Use it as a boat.
* Use it as a hat.
* Use it as a canoe.
* Use it as a pot.
* Use it as a basket.
* Use it as a can.
* Use it as a box.
* Use it as a bucket.

**Step 2.** For this task, you have to come up with original and creative uses for a pencil. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

**Note:** The following are examples of creative uses for a pencil.

* Use it",base-input-prompt-only
6,shoe,"For this task, you have to come up with original and creative uses for shoe. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

The best way to approach this task is to generate a list of ideas, then choose the most creative ones to submit. Here are some ways to generate ideas:

* Brainstorm. Write down as many ideas as you can in a short period of time, without worrying about whether they are good or bad.
* Think of examples of creative uses of other objects. For example, you might think of creative uses for a bottle, a pencil, or a piece of paper.
* Ask yourself, ""What would happen if...?"" For example, ""What would happen if I used a shoe as a...""
* Ask yourself, ""What would a shoe be like if it were..."" For example, ""What would a shoe be like if it were a...""
* Think of the opposite of the usual uses of a shoe. For example, a shoe is usually used to protect the feet, but what would happen if it were used to protect something else?
* Think of uses that would be unusual or surprising.
* Think of uses that would be humorous.
* Think of uses that would be practical or useful.
* Think of uses that would be unusual or surprising.
* Think of",base-input-prompt-only
7,shoe,"For this task, you have to come up with original and creative uses for shoe. The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. Your ideas don't have to be practical or realistic; they can be silly or strange, even, so long as they are creative uses rather than ordinary uses. You can type in FIVE ideas, but creative quality is more important than quantity. It's better to have a few really good ideas than a lot of uncreative ones.

For example:

- Shoe as a hat
- Shoe as a doorstop
- Shoe as a paperweight
- Shoe as a weapon
- Shoe as a coaster
- Shoe as a bookend
- Shoe as a shoe
- Shoe as a weapon
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend
- Shoe as a bookend",base-input-prompt-only
